🚀2022091,#genre#
民視,rtmp://59.124.75.138/sat/tv051
民視1,mitv://fccs.word-tv.com:9906/626927db000004640372b0c04cca9ca3
民視新聞,mitv://fccs.word-tv.com:9906/625411d700086db70954149f159813c6
民視臺灣,mitv://fccs.word-tv.com:9906/62692823000550c80373cb5be6f7e438
好萊塢電影,mitv://fccs.word-tv.com:9906/6256bd25000a0a02097cf805932004af
年代MUCH,mitv://fccs.word-tv.com:9906/625858aa000f2ee50fc478de23b3e0dd
年代新聞,mitv://fccs.word-tv.com:9906/62540c45000225da093e50b45b457d41
東風衛視,mitv://fccs.word-tv.com:9906/6258585d0007329c0fc34a0b3c4be606
東森洋片,mitv://fccs.word-tv.com:9906/62541d6200021780098129f8ea5d0f93
東森財經,mitv://fccs.word-tv.com:9906/6254128d000e830c0956dd1ea31d7f59
東森財經,rtmp://59.124.75.138/sat/tv571
東森超視,mitv://fccs.word-tv.com:9906/625854810005f8350fb4365bf7cd8f4e
東森超視,rtmp://59.124.75.138/sat/tv521
東森新聞,mitv://fccs.word-tv.com:9906/62540c77000699df093f1528c8c4d48a
東森電影,mitv://fccs.word-tv.com:9906/62541ccb0008d232097eddd9e4082c99
東森綜合 ,mitv://fccs.word-tv.com:9906/6258543f000be6350fb3360fed87de8b
東森戲劇,mitv://fccs.word-tv.com:9906/625420c30002ef15098e5d177b7f38b1
非凡商業,mitv://fccs.word-tv.com:9906/626911890006d792031b822fdf86a38a
非凡新聞,mitv://fccs.word-tv.com:9906/6257f613000f40140e435b0b41c847c0
客家電視,mitv://fccs.word-tv.com:9906/6257e9d70000ce760e138cf889fb92c2
星空衛視,mitv://fccs.word-tv.com:9906/62613c0200051f95188982fec2ef3ed5
美亞電影,mitv://fccs.word-tv.com:9906/62613d420000a1a0188e63d84b81b11c
美食星球頻道,mitv://fccs.word-tv.com:9906/626139fa00036cff1881934f1fc1ae06
原民台 ,mitv://fccs.word-tv.com:9906/6257e9ca0002ec200e135abbe97ac8ab
高點綜合 ,mitv://fccs.word-tv.com:9906/62585fb8000970600fe0061669e3aba4
動物星球,mitv://fccs.word-tv.com:9906/62541d9c0009282c09820e57f2a59d11
國家地理臺灣,mitv://fccs.word-tv.com:9906/62541d810002b7c00981a33911a2eb57
國興衛視,mitv://fccs.word-tv.com:9906/6258dc9e0003580511c7e6f78e3b1759
華視,mitv://fccs.word-tv.com:9906/6257e98b000307180e1264aad3095adb
華視,rtmp://59.124.75.138/sat/tv111
罪案偵緝頻道,mitv://fccs.word-tv.com:9906/62612fc9000147ae1859c35a8e800dbf
臺視,mitv://fccs.word-tv.com:9906/6257e8850006de950e0e6636ac2abe87
臺視,rtmp://59.124.75.138/sat/tv071
臺視,rtmp://59.124.75.150/sat/tv071
臺視,mitv://fccs.word-tv.com:9906/626929ef0001a650037acf4bc1fd630b
臺視財經,mitv://fccs.word-tv.com:9906/626928870002ef3e0375515fa02e33ba
臺視新聞,mitv://fccs.word-tv.com:9906/6269285d000bc5c40374af92643669c3
影迷數位紀實,mitv://fccs.word-tv.com:9906/62674e25000e7546163cbd4c2de58212
影迷數位電影,mitv://fccs.word-tv.com:9906/626a074600072a2c06db6c8c9af16e70
緯來日本,mitv://fccs.word-tv.com:9906/62637c010003ce15074fddf26f0135da
緯來日本,rtmp://59.124.75.138/sat/tv771
緯來育樂,mitv://fccs.word-tv.com:9906/6256bd41000a7a7c097d6582fe044cc4
緯來育樂,rtmp://59.124.75.138/sat/tv701
緯來電影 ,mitv://fccs.word-tv.com:9906/625b8f93000ccb45025ff35db29f96fd
緯來綜合 ,mitv://fccs.word-tv.com:9906/62584fd10006d72b0fa1e71495ef5024
緯來戲劇 ,mitv://fccs.word-tv.com:9906/62585f76000e7ba90fdf0591eb84257b
緯來體育,mitv://fccs.word-tv.com:9906/62541bbd000ba7f6097abfe357f9c565
緯來體育,rtmp://59.124.75.138/sat/tv721
衛視中文,mitv://fccs.word-tv.com:9906/625853fa000f1f080fb2295a047a36dc
衛視電影,mitv://fccs.word-tv.com:9906/6256bd0a000359ee097c8cd7ea2af582
寰宇財經,mitv://fccs.word-tv.com:9906/626179de00005255197b252361cec9d5
寰宇新聞,mitv://fccs.word-tv.com:9906/6257feca0002d9980e6562b6716c1c5a
寰宇新聞,mitv://fccs.word-tv.com:9906/62617a13000860ad197bf63b948c0cc6
寰宇新聞臺灣,mitv://fccs.word-tv.com:9906/6258370a000e53840f411fa6b1f19ad7
龍祥電影,mitv://fccs.word-tv.com:9906/62619be5000cf11a1a0013b604555db1

##


EPG.PM, #genre#
東森超視34.5,https://epg.pm/stream/01262e87505917eb11f3c00b44f94bf207c1aed6c47b7277e4b37216c318c8fb.m3u8
年代MUCH,https://epg.pm/stream/0b851532099ac4576438b29118e6d8b178c24b0085891333aed72be1ef547ce8.m3u8
求索科學,https://epg.pm/stream/128f33f4fd9af25350bcf40c6aac3f47b085b4c9f6b089a0083a9587126a4b5e.m3u8
求索科學,https://epg.pm/stream/21941bf22470ded77b9cbcf7311358b5eb994cf9c542a5d21eda23a18e3bbf44.m3u8
東森財經,https://epg.pm/stream/2542667bd5a4c00882e4275d2713961009aa17f0397831e1830f3ebd3de6ae6d.php
求索紀錄,https://epg.pm/stream/26387b51fe3b077b009c9a035a886898e7772afe137422bf04b9a409e731e988.m3u8
年代MUCH,https://epg.pm/stream/26493350b42e5c7efda7ccf5610a59ca2f10c078903cbb251fb1e72dcf0124ce.m3u8
HBO 英文,https://epg.pm/stream/487c742bca7b86bfa2ae17c880f8f716054a09d705a12c46c51f65c4c8c58f34.m3u8
中視經典,https://epg.pm/stream/4baaa294031b59f94025bafb57a757b871be3a062403e32e004a224102aee62b.m3u8
求索生活,https://epg.pm/stream/4d69a1e97bbaccf568da81eee5b142c0599add88224cce265ff5d79322362d45.m3u8
東森超視,https://epg.pm/stream/57753aab59626cbd60e49da5c980b704331ad2378ad4b2c57f2bba092a17a5bf.m3u8
求索紀錄,https://epg.pm/stream/5c457c7fb5434ad0ab63bbf48f8682817dc99dffaf82ae7a2482e931d870b4db.m3u8
東森財經,https://epg.pm/stream/5d03244a79bb0d667e672419e8db8af21999b8053bc253308f7a2d8136adde84.m3u8
年代MUCH,https://epg.pm/stream/6442a5df33ecbaa4c7fe922fbf0a8b0edc12714cc95257b11c614895405db5eb.m3u8
幸福空間居家,https://epg.pm/stream/6b5547376f741b393d870db8ec73d41482289413d50b6bb41fab3eaecd7eb228.m3u8
客家電視,https://epg.pm/stream/6da747497e89da81c0d415d07ce16e90852614bdc5b70a55074f8521a94ec240.php
年代MUCH,https://epg.pm/stream/6e4fe28d71adbb254bba7f3a31321ab4991441e831fe10cabb8b10207a5d2da8.m3u8
東森財經,https://epg.pm/stream/8ae9925c4c20b3bbb0eabb43facbc74782dcc9aa57398cbfff02f5b14d912e00.m3u8
求索動物,https://epg.pm/stream/8ddbfe3bc9918cb483464ef72a5541b2b610d77f3e502bd5570387b6d64902e3.m3u8
美國中文電視,https://epg.pm/stream/8eadb47694a8bd06c1615645618bf986451dfadd6e304c83232c09da65d13f00.m3u8
東森財經美洲,https://epg.pm/stream/969b2881b59d6fa152d43ce33edc60cb2531f5d660ee9353ced7be8e4d5c92aa.m3u8
求索動物,https://epg.pm/stream/a345a05b7cad52c6e11ae0cc10e7c5b440a1635932248b9c428a8190cb8910b0.m3u8
天映經典,https://epg.pm/stream/aa1c22b3c25fcfadebf490a9dd916e500a9ef992346e0c650332762cb59978be.m3u8
中視經典,https://epg.pm/stream/adf95f86a202b557e9d834be6879e2dcd1a4047ca517fbed7a61fba3596af71e.m3u8
東森財經,https://epg.pm/stream/b2ed5c7047cf73ef9be80e450b995aec8075d976436ebe442613dbd854bbdbc0.php
求索科學,https://epg.pm/stream/b31032dedbd9ed871a1fc99dd5891095b30547076392d7775c29a26004727752.m3u8
民視新聞,https://epg.pm/stream/c4e4884645d94d0d2e76e47c691546493b7031348b663eb9a67769b0096f8b7e.m3u8
東森新聞,https://epg.pm/stream/c8621da5d311aa34e7281b64bec8f141bfaad8786dd836d533054d9bf46cc7b9.php
東森電影,https://epg.pm/stream/cbe578a8a7cb10239e7402a200d0691715d87b76e55c269dc4cbb57acda04968.m3u8
中視經典,https://epg.pm/stream/cce90a2e259b7fc0aed394c196cdd735af6de5ad0c808e50f92a1dbf3d3862f2.m3u8
國家地理臺灣,https://epg.pm/stream/d3afc6621bc7ea192af2ec8c12a46843532a985e98e0132bafbe3e5f1ef324e1.m3u8
求索生活,https://epg.pm/stream/d8ad3014fd158e83b9eb0c916f8b4c48548b9f447c35847ac02dd3f713b30319.m3u8
中視經典,https://epg.pm/stream/e11a64248ff87b0e34d2bc7415912b9fd94fec254b01f069719be54fe39b6439.m3u8
年代MUCH,https://epg.pm/stream/e30258f2845215f92aa6683cda55de1b3b12fcbfbb380ca381df48f6d16a3737.m3u8
求索動物,https://epg.pm/stream/e87d62cd033bd689cfe5411eff9f6b39f837fd4031a95196a5116ecc6f85f7a2.m3u8
東森衛視,https://epg.pm/stream/fa1f8a9f5d354522b55267c1c31655f7051d4429a23f87aac700197ef5273177.m3u8

##

🌏亞洲,#genre#
Fashion & Lifestyle (UA),http://95.67.47.115/hls/hdfashion_ua_low/index.m3u8
Jasmin TV,http://109.71.162.112:1935/live/hd.jasminchannel.stream/playlist.m3u8
日本-NHK WORLD TV,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
日本NHK華語,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
日本-NHK華語,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
日本購物1,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8
日韓頻道,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8
伊拉克-SharqiyaNews,http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
伊朗-PBCTapeshTV,http://iptv.tapesh.tv/tapesh/playlist.m3u8
伊朗-RangarangTV,http://iptv.rangarang.us/live/playlist.m3u8
印尼-Aditv,http://aditv.onlivestreaming.net/aditv/livestream/playlist.m3u8
印尼-BERITASATUNEWS,http://edge.linknetott.swiftserve.com/live/BsNew/amlst:beritasatunewsbs/playlist.m3u8
印尼-BeritaSatuWorld,http://edge.linknetott.swiftserve.com/live/BsNew/amlst:beritasatunewsbs/chunklist_b1128000.m3u8
印尼-JAKARTAGLOBE,http://edge.linknetott.swiftserve.com/live/BsNew/amlst:bsenglish/playlist.m3u8
印尼-METROTV,http://edge.metrotvnews.com:1935/live-edge/smil:metro.smil/playlist.m3u8
印尼-TVRIKanal3,http://wpc.d1627.nucdn.net/80D1627/o-tvri/Content/HLS/Live/Channel(TVRI3)/Stream(03)/index.m3u8
印尼-TVRISports,http://wpc.d1627.nucdn.net/80D1627/o-tvri/Content/HLS/Live/Channel(TVRI4)/Stream(03)/index.m3u8
印度-ABPAsmita,http://abpasmita-lh.akamaihd.net:80/i/abpasmita_1@77821/master.m3u8
老撾-LaoChampaTV2,https://livefta.malimarcdn.com/ftaedge00/laochampa2.stream/chunklist.m3u8
阿拉伯半島電視新聞網AlHurra,http://mbnhls-lh.akamaihd.net/i/MBN_1@118619/master.m3u8
柬埔寨-SEATV,https://edge6a.v2h-cdn.com/appt7/TDramaTV.stream_720p/playlist.m3u8
泰國-公共三台,http://thaipbs-live.cdn.byteark.com/live/playlist_720p/index.m3u8
菲律賓-INC,https://churchrus2-lh.akamaihd.net/i/coctesting_1@57550/index_1500_av-p.m3u8?
越南-antvliv,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8
越南-Cbeebies,https://livecdn.fptplay.net/hda3/cbeebies_2000.stream/chunklist.m3u8
越南-CTV,http://tv.ctvcamau.vn/live/tv/tv.m3u8
越南-VBSTV,http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/playlist.m3u8
新加坡-CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡-CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
韓國-Ajyal TV,http://htvajyal.mada.ps:8888/ajyal/tracks-v1a1/mono.m3u8?checkedby:iptvcat.com
韓國-Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韓國-Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
韓國-Arirang,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/chunklist_b1728000_sleng.m3u8
韓國-ARS,https://media1.cpbc.co.kr:8888/vod/_definst_/mp4:ads/spot_khs.mp4/chunklist.m3u8
韓國-BBS ,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8
韓國-BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
韓國-BBS佛教廣播,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1403706733.m3u8
韓國-EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
韓國-EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
韓國-EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
韓國-KBC,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
韓國-KBS World,https://livecdn.fptplay.net/sdb/kbs_hls.smil/chunklist_b2500000.m3u8
韓國-KCTV_CH05,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
韓國-KCTV_HV2,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
韓國-Luxury World,http://nano.teleservice.su:8080/hls/luxury.m3u8
韓國-MBC(MBC Yeosu),https://5c3639aa99149.streamlock.net/live_TV/TV/playlist.m3u8
韓國-MBC綜合頻道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
韓國-MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
韓國-NBS Korea Agricultural Broadcasting,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
韓國-SBS CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
韓國-TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
韓國-TJB (SBS 大田),http://1.245.74.5:1935/live/tv/.m3u8
韓國-TV5 INFO,http://v3plusinfo247hls-i.akamaihd.net/hls/live/218877-b/v3plusinfo247hls/v3plusinfo247hls_1_1.m3u8
韓國-阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
##

🏗測試,#genre#
ABC News,https://ytb.52sf.ga/jmsytb.m3u8?c=7
ABC News-AU,https://ytb.52sf.ga/jmsytb.m3u8?c=23
ANN News,https://ytb.52sf.ga/jmsytb.m3u8?c=16
Bloomberg Global Financial News,https://ytb.52sf.ga/jmsytb.m3u8?c=14
CNA,https://ytb.52sf.ga/jmsytb.m3u8?c=31
DW News,https://ytb.52sf.ga/jmsytb.m3u8?c=18
ENGLISH SPEECH,https://ytb.52sf.ga/jmsytb.m3u8?c=22
FRANCE 24,https://ytb.52sf.ga/jmsytb.m3u8?c=13
GTV-Drama1,https://ytb.52sf.ga/jmsytb.m3u8?c=35
GTV-Drama2,https://ytb.52sf.ga/jmsytb.m3u8?c=26
HandsUp,P2p://ns2.hellotvvod.com:9906/be7e73dc6bdc433b8ff26536a90b1d1e.ts
HandsUp,P2p://ns2.hellotvvod.com:9906/be7e73dc6bdc433b8ff26536a90b1d1e.ts
HKC18,P2p://ns2.hellotvvod.com:9906/d3e22238701c44cbab2231a4e2f4e0ba.ts
HKC18,P2p://ns2.hellotvvod.com:9906/d3e22238701c44cbab2231a4e2f4e0ba.ts
HKC603,P2p://ns2.hellotvvod.com:9906/afb802be289248e7a59bbe66b7b716a2.ts
HKC603,P2p://ns2.hellotvvod.com:9906/afb802be289248e7a59bbe66b7b716a2.ts
HKC財經資訊台,P2p://ns2.hellotvvod.com:9906/ffc64306a1c9485898c52d9a94e49fe1.ts
HKC財經資訊台,P2p://ns2.hellotvvod.com:9906/ffc64306a1c9485898c52d9a94e49fe1.ts
HKC新聞台,P2p://ns2.hellotvvod.com:9906/51c45f0db68c40eaab9edec9aa9e38ab.ts
HKC新聞台,P2p://ns2.hellotvvod.com:9906/51c45f0db68c40eaab9edec9aa9e38ab.ts
HKC綜合娛樂台,P2p://ns2.hellotvvod.com:9906/38f258cee2ae485fb1b2e67800d7baea.ts
HKC綜合娛樂台,P2p://ns2.hellotvvod.com:9906/38f258cee2ae485fb1b2e67800d7baea.ts
J2,P2p://ns2.hellotvvod.com:9906/ef1f8f599d5b4a7fb65876cf1c5bfb32.ts
J2,P2p://ns2.hellotvvod.com:9906/ef1f8f599d5b4a7fb65876cf1c5bfb32.ts
KBS Kr,https://ytb.52sf.ga/jmsytb.m3u8?c=25
MBC News,https://ytb.52sf.ga/jmsytb.m3u8?c=24
NASA TV,https://ytb.52sf.ga/jmsytb.m3u8?c=29
NASA TV2,https://ytb.52sf.ga/jmsytb.m3u8?c=30
NBC News,https://ytb.52sf.ga/jmsytb.m3u8?c=33
now直播台,P2p://ns2.hellotvvod.com:9906/16c0186ef8f445db997ff5038609deae.ts
now直播台,P2p://ns2.hellotvvod.com:9906/16c0186ef8f445db997ff5038609deae.ts
now新聞台,P2p://ns2.hellotvvod.com:9906/cdc09a8cfa3b4b01bae24e8b9c9bc00f.ts
now新聞台,P2p://ns2.hellotvvod.com:9906/cdc09a8cfa3b4b01bae24e8b9c9bc00f.ts
Sky News,https://ytb.52sf.ga/jmsytb.m3u8?c=11
TVBS 56,https://ytb.52sf.ga/jmsytb.m3u8?c=5
TVBS新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=45
TVBThai,P2p://ns2.hellotvvod.com:9906/bf91d483385548b9aa858a37a9c
TVB星河(粵),P2p://ns2.hellotvvod.com:9906/11d487b87ad24374a70f338ee8fffd0b.ts
TVB星河(粵),P2p://ns2.hellotvvod.com:9906/11d487b87ad24374a70f338ee8fffd0b.ts
TVB娛樂新聞台,P2p://ns2.hellotvvod.com:9906/785b3b3470c54e179bccfdce0859906d.ts
TVB娛樂新聞台,P2p://ns2.hellotvvod.com:9906/785b3b3470c54e179bccfdce0859906d.ts
TVB經典台,P2p://ns2.hellotvvod.com:9906/885b138988364214958dc5eed3a01beb.ts
TVB經典台,P2p://ns2.hellotvvod.com:9906/885b138988364214958dc5eed3a01beb.ts
ViuTV,P2p://ns2.hellotvvod.com:9906/8b2474277a42401390813068c642e390.ts
ViuTV,P2p://ns2.hellotvvod.com:9906/8b2474277a42401390813068c642e390.ts
ViuTVsix,P2p://ns2.hellotvvod.com:9906/a41f7686313a40c99d70e40021f6b5e1.ts
ViuTVsix,P2p://ns2.hellotvvod.com:9906/a41f7686313a40c99d70e40021f6b5e1.ts
YOYO TV,https://ytb.52sf.ga/jmsytb.m3u8?c=28
三立 iNEWS,https://ytb.52sf.ga/jmsytb.m3u8?c=17
三立海外,https://ytb.52sf.ga/jmsytb.m3u8?c=10
中天新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=1
中視新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=8
功夫台,P2p://ns2.hellotvvod.com:9906/09411069d1a0446ca22f4891366cfed9.ts
功夫台,P2p://ns2.hellotvvod.com:9906/09411069d1a0446ca22f4891366cfed9.ts
半島新聞-英語,https://ytb.52sf.ga/jmsytb.m3u8?c=2
台視新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=6
民視新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=3
名城綜合台,https://ytb.52sf.ga/jmsytb.m3u8?c=36
亞洲旅遊台,https://ytb.52sf.ga/jmsytb.m3u8?c=40
明珠台,P2p://ns2.hellotvvod.com:9906/5a657e27e6104e52bebafb9e46cd665d.ts
明珠台,P2p://ns2.hellotvvod.com:9906/5a657e27e6104e52bebafb9e46cd665d.ts
東森財經,https://ytb.52sf.ga/jmsytb.m3u8?c=12
東森新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=9
東森新聞全球速報,https://ytb.52sf.ga/jmsytb.m3u8?c=21
直播台,P2p://ns2.hellotvvod.com:9906/8f3c0a004ada47b68c741ca007984aa4.ts
直播台,P2p://ns2.hellotvvod.com:9906/8f3c0a004ada47b68c741ca007984aa4.ts
星空衛視,P2p://ns2.hellotvvod.com:9906/473ff201fab6491eb63824e23a1a3a31.ts
美食星球,https://ytb.52sf.ga/jmsytb.m3u8?c=38
香港開電視,P2p://ns2.hellotvvod.com:9906/470976e04f0a4fb594c427c44b67fef0.ts
香港開電視,P2p://ns2.hellotvvod.com:9906/470976e04f0a4fb594c427c44b67fef0.ts
港台電視31,P2p://ns2.hellotvvod.com:9906/f937e46ace204b39867ecf97830cbccd.ts
港台電視31,P2p://ns2.hellotvvod.com:9906/f937e46ace204b39867ecf97830cbccd.ts
港台電視32,P2p://ns2.hellotvvod.com:9906/f8d800e3ca3e489282d8148aa110506b.ts
港台電視32,P2p://ns2.hellotvvod.com:9906/f8d800e3ca3e489282d8148aa110506b.ts
無線財經·資訊台,P2p://ns2.hellotvvod.com:9906/110addd60b164e1abc64b435dd982b2f.ts
無線財經·資訊台,P2p://ns2.hellotvvod.com:9906/110addd60b164e1abc64b435dd982b2f.ts
無線新聞台(備),P2p://ns2.hellotvvod.com:9906/7511f7b73d6c4b5ba58312b68126d64f.ts
無線新聞台(備),P2p://ns2.hellotvvod.com:9906/7511f7b73d6c4b5ba58312b68126d64f.ts
無線新聞台,P2p://ns2.hellotvvod.com:9906/3de37bd7c3c142c6a5672b61f19b26c1.ts
無線新聞台,P2p://ns2.hellotvvod.com:9906/3de37bd7c3c142c6a5672b61f19b26c1.ts
華視綜藝,https://ytb.52sf.ga/jmsytb.m3u8?c=34
陽光衛視,P2p://ns2.hellotvvod.com:9906/6b7c628389e7448484ce0d7ef89b1f7c.ts
陽光衛視,P2p://ns2.hellotvvod.com:9906/6b7c628389e7448484ce0d7ef89b1f7c.ts
粵語片台,P2p://ns2.hellotvvod.com:9906/54189aa34eb2442ab0e509336d0fe6bd.ts
粵語片台,P2p://ns2.hellotvvod.com:9906/54189aa34eb2442ab0e509336d0fe6bd.ts
誠心電視台,https://ytb.52sf.ga/jmsytb.m3u8?c=32
運通財經,https://ytb.52sf.ga/jmsytb.m3u8?c=27
靖天電視台,https://ytb.52sf.ga/jmsytb.m3u8?c=41
翡翠台(備),P2p://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f.ts
翡翠台(備),P2p://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f.ts
翡翠台(華麗台),P2p://ns2.hellotvvod.com:9906/185179eb84a74dbbb4f84fdc4c9b4bd5.ts
翡翠台,P2p://ns2.hellotvvod.com:9906/cb2c8e9819fa407eac211b83141afc28.ts
翡翠台,P2p://ns2.hellotvvod.com:9906/cb2c8e9819fa407eac211b83141afc28.ts
鳳凰中文,https://ytb.52sf.ga/jmsytb.m3u8?c=19
鳳凰中文台,P2p://ns2.hellotvvod.com:9906/66fe4a4654ff4fe7bab0f1a6c78c0d69.ts
鳳凰中文台,P2p://ns2.hellotvvod.com:9906/66fe4a4654ff4fe7bab0f1a6c78c0d69.ts
鳳凰香港台,P2p://ns2.hellotvvod.com:9906/63086e48b5134cbe935f6dec628c2ec0.ts
鳳凰香港台,P2p://ns2.hellotvvod.com:9906/63086e48b5134cbe935f6dec628c2ec0.ts
鳳凰新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=42
鳳凰資訊台,P2p://ns2.hellotvvod.com:9906/f6d250afb1d14fd385e7ec57aa42817b.ts
鳳凰資訊台,P2p://ns2.hellotvvod.com:9906/f6d250afb1d14fd385e7ec57aa42817b.ts
寰宇新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=15
澳門-MACAU,P2p://ns2.hellotvvod.com:9906/d0bdd6dd2e3747ed9611bc286a157d4f.ts
澳門-MACAU,P2p://ns2.hellotvvod.com:9906/d0bdd6dd2e3747ed9611bc286a157d4f.ts
澳門蓮花,P2p://ns2.hellotvvod.com:9906/c55c6ac182ab4cb38992449f6d155d81.ts
澳門蓮花,P2p://ns2.hellotvvod.com:9906/c55c6ac182ab4cb38992449f6d155d81.ts
龍華桌逰,https://ytb.52sf.ga/jmsytb.m3u8?c=39
韓劇台,P2p://ns2.hellotvvod.com:9906/98bee78517694547b2e5dde6eafcd6b1.ts
韓劇台,P2p://ns2.hellotvvod.com:9906/98bee78517694547b2e5dde6eafcd6b1.ts
鏡新聞,https://ytb.52sf.ga/jmsytb.m3u8?c=20
##

🏀體育,#genre#
0MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225851/index.m3u8?hls
10MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225834/index.m3u8?hls
11MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225820/index.m3u8?hls
12MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225817/index.m3u8?hls
14MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225811/index.m3u8?hls
15MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225808/index.m3u8?hls
16MG體育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225805/index.m3u8?hls
17MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225802/index.m3u8?hls
18MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225799/index.m3u8?hls
19MG體育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225796/index.m3u8?hls
1MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225849/index.m3u8?hls
20MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225793/index.m3u8?hls
21MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225792/index.m3u8?hls
22MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225789/index.m3u8?hls
23MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225786/index.m3u8?hls
24MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225783/index.m3u8?hls
25MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225780/index.m3u8?hls
26MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225777/index.m3u8?hls
27MG體育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225774/index.m3u8?hls
28MG體育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225771/index.m3u8?hls
29MG體育*,http://39.135.46.102:6610/PLTV/77777777/224/3221225769/index.m3u8?hls
2MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225848/index.m3u8?hls
31MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225920/index.m3u8?hls
32MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225917/index.m3u8?hls
33MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225914/index.m3u8?hls
34MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225911/index.m3u8?hls
35MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225908/index.m3u8?hls
36MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225905/index.m3u8?hls
37MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225902/index.m3u8?hls
38MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225899/index.m3u8?hls
39MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225896/index.m3u8?hls
3MG體育,http://39.135.46.102:6610/PLTV/77777777/224/3221225846/index.m3u8?hls
